path,task,repr,model,run,split,metric,value
raw/hemolysis/xgb_smiles/train_predictions.csv,hemolysis,smiles,xgb,xgb_smiles,train,f1,0.9148418491484185
raw/hemolysis/xgb_smiles/train_predictions.csv,hemolysis,smiles,xgb,xgb_smiles,train,mcc,0.6454927450978815
raw/hemolysis/xgb_smiles/train_predictions.csv,hemolysis,smiles,xgb,xgb_smiles,train,roc_auc,0.08089838079771931
raw/hemolysis/xgb_smiles/val_predictions.csv,hemolysis,smiles,xgb,xgb_smiles,val,accuracy,0.6932565789473685
raw/hemolysis/xgb_smiles/val_predictions.csv,hemolysis,smiles,xgb,xgb_smiles,val,auprc,0.671880769541132
raw/hemolysis/xgb_smiles/val_predictions.csv,hemolysis,smiles,xgb,xgb_smiles,val,f1,0.7817437097717963
raw/hemolysis/xgb_smiles/val_predictions.csv,hemolysis,smiles,xgb,xgb_smiles,val,mcc,0.32681665258127884
raw/hemolysis/xgb_smiles/val_predictions.csv,hemolysis,smiles,xgb,xgb_smiles,val,roc_auc,0.24871284324180218
raw/hemolysis/cnn_wt/train_predictions.csv,hemolysis,wt,cnn,cnn_wt,train,accuracy,0.8794238683127572
raw/hemolysis/cnn_wt/train_predictions.csv,hemolysis,wt,cnn,cnn_wt,train,auprc,0.5791373889076377
raw/hemolysis/cnn_wt/train_predictions.csv,hemolysis,wt,cnn,cnn_wt,train,f1,0.9177197416456051
raw/hemolysis/cnn_wt/train_predictions.csv,hemolysis,wt,cnn,cnn_wt,train,mcc,0.717697575839267
raw/hemolysis/cnn_wt/train_predictions.csv,hemolysis,wt,cnn,cnn_wt,train,roc_auc,0.03390704797147622
raw/hemolysis/cnn_wt/val_predictions.csv,hemolysis,wt,cnn,cnn_wt,val,accuracy,0.8042763157894737
raw/hemolysis/cnn_wt/val_predictions.csv,hemolysis,wt,cnn,cnn_wt,val,auprc,0.6396171165668455
raw/hemolysis/cnn_wt/val_predictions.csv,hemolysis,wt,cnn,cnn_wt,val,f1,0.8720430107526882
raw/hemolysis/cnn_wt/val_predictions.csv,hemolysis,wt,cnn,cnn_wt,val,mcc,0.46590448936578444
raw/hemolysis/cnn_wt/val_predictions.csv,hemolysis,wt,cnn,cnn_wt,val,roc_auc,0.16709294188216475
raw/hemolysis/enet_gpu_wt/train_predictions.csv,hemolysis,wt,enet_gpu,enet_gpu_wt,train,accuracy,0.8364197530864198
raw/hemolysis/enet_gpu_wt/train_predictions.csv,hemolysis,wt,enet_gpu,enet_gpu_wt,train,auprc,0.6081786679257443
raw/hemolysis/enet_gpu_wt/train_predictions.csv,hemolysis,wt,enet_gpu,enet_gpu_wt,train,f1,0.8944082879532476
raw/hemolysis/enet_gpu_wt/train_predictions.csv,hemolysis,wt,enet_gpu,enet_gpu_wt,train,mcc,0.5320704101256248
raw/hemolysis/enet_gpu_wt/train_predictions.csv,hemolysis,wt,enet_gpu,enet_gpu_wt,train,roc_auc,0.14107637088348454
raw/hemolysis/enet_gpu_wt/val_predictions.csv,hemolysis,wt,enet_gpu,enet_gpu_wt,val,accuracy,0.8174342105263158
raw/hemolysis/enet_gpu_wt/val_predictions.csv,hemolysis,wt,enet_gpu,enet_gpu_wt,val,auprc,0.6590467579866015
raw/hemolysis/enet_gpu_wt/val_predictions.csv,hemolysis,wt,enet_gpu,enet_gpu_wt,val,f1,0.8861538461538462
raw/hemolysis/enet_gpu_wt/val_predictions.csv,hemolysis,wt,enet_gpu,enet_gpu_wt,val,mcc,0.42597216348922357
raw/hemolysis/enet_gpu_wt/val_predictions.csv,hemolysis,wt,enet_gpu,enet_gpu_wt,val,roc_auc,0.2254398826979472
raw/hemolysis/mlp_wt/train_predictions.csv,hemolysis,wt,mlp,mlp_wt,train,accuracy,0.8590534979423868
raw/hemolysis/mlp_wt/train_predictions.csv,hemolysis,wt,mlp,mlp_wt,train,auprc,0.5941558472634965
raw/hemolysis/mlp_wt/train_predictions.csv,hemolysis,wt,mlp,mlp_wt,train,f1,0.9077937811280119
raw/hemolysis/mlp_wt/train_predictions.csv,hemolysis,wt,mlp,mlp_wt,train,mcc,0.612137570444445
raw/hemolysis/mlp_wt/train_predictions.csv,hemolysis,wt,mlp,mlp_wt,train,roc_auc,0.09300752611793585
raw/hemolysis/mlp_wt/val_predictions.csv,hemolysis,wt,mlp,mlp_wt,val,accuracy,0.8166118421052632
raw/hemolysis/mlp_wt/val_predictions.csv,hemolysis,wt,mlp,mlp_wt,val,auprc,0.6442482823748448
raw/hemolysis/mlp_wt/val_predictions.csv,hemolysis,wt,mlp,mlp_wt,val,f1,0.8821975699947173
raw/hemolysis/mlp_wt/val_predictions.csv,hemolysis,wt,mlp,mlp_wt,val,mcc,0.4719060847414244
raw/hemolysis/mlp_wt/val_predictions.csv,hemolysis,wt,mlp,mlp_wt,val,roc_auc,0.18002699280191947
raw/hemolysis/svm_gpu_wt/train_predictions.csv,hemolysis,wt,svm_gpu,svm_gpu_wt,train,accuracy,0.8816872427983539
raw/hemolysis/svm_gpu_wt/train_predictions.csv,hemolysis,wt,svm_gpu,svm_gpu_wt,train,auprc,0.591563242676872
raw/hemolysis/svm_gpu_wt/train_predictions.csv,hemolysis,wt,svm_gpu,svm_gpu_wt,train,f1,0.9236286359410281
raw/hemolysis/svm_gpu_wt/train_predictions.csv,hemolysis,wt,svm_gpu,svm_gpu_wt,train,mcc,0.6617634459475225
raw/hemolysis/svm_gpu_wt/train_predictions.csv,hemolysis,wt,svm_gpu,svm_gpu_wt,train,roc_auc,0.08608011325473322
raw/hemolysis/svm_gpu_wt/val_predictions.csv,hemolysis,wt,svm_gpu,svm_gpu_wt,val,accuracy,0.8141447368421053
raw/hemolysis/svm_gpu_wt/val_predictions.csv,hemolysis,wt,svm_gpu,svm_gpu_wt,val,auprc,0.6440079845104205
raw/hemolysis/svm_gpu_wt/val_predictions.csv,hemolysis,wt,svm_gpu,svm_gpu_wt,val,f1,0.8792735042735043
raw/hemolysis/svm_gpu_wt/val_predictions.csv,hemolysis,wt,svm_gpu,svm_gpu_wt,val,mcc,0.48305482688727747
raw/hemolysis/svm_gpu_wt/val_predictions.csv,hemolysis,wt,svm_gpu,svm_gpu_wt,val,roc_auc,0.18474656758197813
raw/hemolysis/transformer_wt/train_predictions.csv,hemolysis,wt,transformer,transformer_wt,train,accuracy,0.8277777777777777
raw/hemolysis/transformer_wt/train_predictions.csv,hemolysis,wt,transformer,transformer_wt,train,auprc,0.5956741330293535
raw/hemolysis/transformer_wt/train_predictions.csv,hemolysis,wt,transformer,transformer_wt,train,f1,0.8831168831168832
raw/hemolysis/transformer_wt/train_predictions.csv,hemolysis,wt,transformer,transformer_wt,train,mcc,0.5756052451500733
raw/hemolysis/transformer_wt/train_predictions.csv,hemolysis,wt,transformer,transformer_wt,train,roc_auc,0.09841470131269153
raw/hemolysis/transformer_wt/val_predictions.csv,hemolysis,wt,transformer,transformer_wt,val,accuracy,0.7845394736842105
raw/hemolysis/transformer_wt/val_predictions.csv,hemolysis,wt,transformer,transformer_wt,val,auprc,0.6537531821072893
raw/hemolysis/transformer_wt/val_predictions.csv,hemolysis,wt,transformer,transformer_wt,val,f1,0.8577633007600435
raw/hemolysis/transformer_wt/val_predictions.csv,hemolysis,wt,transformer,transformer_wt,val,mcc,0.4278412410984441
raw/hemolysis/transformer_wt/val_predictions.csv,hemolysis,wt,transformer,transformer_wt,val,roc_auc,0.20066315649160224
raw/hemolysis/xgb_wt/train_predictions.csv,hemolysis,wt,xgb,xgb_wt,train,accuracy,0.8979423868312757
raw/hemolysis/xgb_wt/train_predictions.csv,hemolysis,wt,xgb,xgb_wt,train,auprc,0.5816563227840723
raw/hemolysis/xgb_wt/train_predictions.csv,hemolysis,wt,xgb,xgb_wt,train,f1,0.9328822733423545
raw/hemolysis/xgb_wt/train_predictions.csv,hemolysis,wt,xgb,xgb_wt,train,mcc,0.725485058840769
raw/hemolysis/xgb_wt/train_predictions.csv,hemolysis,wt,xgb,xgb_wt,train,roc_auc,0.043265329785781764
raw/hemolysis/xgb_wt/val_predictions.csv,hemolysis,wt,xgb,xgb_wt,val,accuracy,0.7993421052631579
raw/hemolysis/xgb_wt/val_predictions.csv,hemolysis,wt,xgb,xgb_wt,val,auprc,0.6487078072131585
raw/hemolysis/xgb_wt/val_predictions.csv,hemolysis,wt,xgb,xgb_wt,val,f1,0.8722513089005235
raw/hemolysis/xgb_wt/val_predictions.csv,hemolysis,wt,xgb,xgb_wt,val,mcc,0.40603793245014924
raw/hemolysis/xgb_wt/val_predictions.csv,hemolysis,wt,xgb,xgb_wt,val,roc_auc,0.1995926086376966
raw/nf/cnn_smiles/val_predictions.csv,nonfouling,smiles,cnn,cnn_smiles,val,accuracy,0.8681606519208381
raw/nf/cnn_smiles/val_predictions.csv,nonfouling,smiles,cnn,cnn_smiles,val,auprc,0.5987877669801487
raw/nf/cnn_smiles/val_predictions.csv,nonfouling,smiles,cnn,cnn_smiles,val,f1,0.9127335773454055
raw/nf/cnn_smiles/val_predictions.csv,nonfouling,smiles,cnn,cnn_smiles,val,mcc,0.657638978059057
raw/nf/cnn_smiles/val_predictions.csv,nonfouling,smiles,cnn,cnn_smiles,val,roc_auc,0.06299234767136092
raw/nf/enet_gpu_smiles/train_predictions.csv,nonfouling,smiles,enet_gpu,enet_gpu_smiles,train,accuracy,0.7061630760839923
raw/nf/enet_gpu_smiles/train_predictions.csv,nonfouling,smiles,enet_gpu,enet_gpu_smiles,train,auprc,0.3580189943893358
raw/nf/enet_gpu_smiles/train_predictions.csv,nonfouling,smiles,enet_gpu,enet_gpu_smiles,train,f1,0.7283499306693559
raw/nf/enet_gpu_smiles/train_predictions.csv,nonfouling,smiles,enet_gpu,enet_gpu_smiles,train,mcc,0.4133127979224907
raw/nf/enet_gpu_smiles/train_predictions.csv,nonfouling,smiles,enet_gpu,enet_gpu_smiles,train,roc_auc,0.2164695424414872
raw/nf/enet_gpu_smiles/val_predictions.csv,nonfouling,smiles,enet_gpu,enet_gpu_smiles,val,accuracy,0.870197904540163
raw/nf/enet_gpu_smiles/val_predictions.csv,nonfouling,smiles,enet_gpu,enet_gpu_smiles,val,auprc,0.5998560200316373
raw/nf/enet_gpu_smiles/val_predictions.csv,nonfouling,smiles,enet_gpu,enet_gpu_smiles,val,f1,0.9142307692307693
raw/nf/enet_gpu_smiles/val_predictions.csv,nonfouling,smiles,enet_gpu,enet_gpu_smiles,val,mcc,0.6609500597998235
raw/nf/enet_gpu_smiles/val_predictions.csv,nonfouling,smiles,enet_gpu,enet_gpu_smiles,val,roc_auc,0.06589223674356534
raw/nf/mlp_smiles/val_predictions.csv,nonfouling,smiles,mlp,mlp_smiles,val,accuracy,0.8736903376018627
raw/nf/mlp_smiles/val_predictions.csv,nonfouling,smiles,mlp,mlp_smiles,val,auprc,0.5994214128525488
raw/nf/mlp_smiles/val_predictions.csv,nonfouling,smiles,mlp,mlp_smiles,val,f1,0.9172703011818528
raw/nf/mlp_smiles/val_predictions.csv,nonfouling,smiles,mlp,mlp_smiles,val,mcc,0.6593437786066277
raw/nf/mlp_smiles/val_predictions.csv,nonfouling,smiles,mlp,mlp_smiles,val,roc_auc,0.0635641351547947
raw/nf/svm_gpu_smiles/train_predictions.csv,nonfouling,smiles,svm_gpu,svm_gpu_smiles,train,accuracy,0.7039814562312517
raw/nf/svm_gpu_smiles/train_predictions.csv,nonfouling,smiles,svm_gpu,svm_gpu_smiles,train,auprc,0.35683167066042526
raw/nf/svm_gpu_smiles/train_predictions.csv,nonfouling,smiles,svm_gpu,svm_gpu_smiles,train,f1,0.7354697209699036
raw/nf/svm_gpu_smiles/train_predictions.csv,nonfouling,smiles,svm_gpu,svm_gpu_smiles,train,mcc,0.4128086473569659
raw/nf/svm_gpu_smiles/train_predictions.csv,nonfouling,smiles,svm_gpu,svm_gpu_smiles,train,roc_auc,0.211169290570798
raw/nf/svm_gpu_smiles/val_predictions.csv,nonfouling,smiles,svm_gpu,svm_gpu_smiles,val,accuracy,0.8722351571594877
raw/nf/svm_gpu_smiles/val_predictions.csv,nonfouling,smiles,svm_gpu,svm_gpu_smiles,val,auprc,0.5994414666263318
raw/nf/svm_gpu_smiles/val_predictions.csv,nonfouling,smiles,svm_gpu,svm_gpu_smiles,val,f1,0.9160130093744021
raw/nf/svm_gpu_smiles/val_predictions.csv,nonfouling,smiles,svm_gpu,svm_gpu_smiles,val,mcc,0.6598859989050511
raw/nf/svm_gpu_smiles/val_predictions.csv,nonfouling,smiles,svm_gpu,svm_gpu_smiles,val,roc_auc,0.06445304201690996
raw/nf/transformer_smiles/val_predictions.csv,nonfouling,smiles,transformer,transformer_smiles,val,accuracy,0.869615832363213
raw/nf/transformer_smiles/val_predictions.csv,nonfouling,smiles,transformer,transformer_smiles,val,auprc,0.5995274027453422
raw/nf/transformer_smiles/val_predictions.csv,nonfouling,smiles,transformer,transformer_smiles,val,f1,0.9139784946236559
raw/nf/transformer_smiles/val_predictions.csv,nonfouling,smiles,transformer,transformer_smiles,val,mcc,0.657346001795554
raw/nf/transformer_smiles/val_predictions.csv,nonfouling,smiles,transformer,transformer_smiles,val,roc_auc,0.06414104159510792
raw/nf/xgb_smiles/val_predictions.csv,nonfouling,smiles,xgb,xgb_smiles,val,accuracy,0.8667054714784633
raw/nf/xgb_smiles/val_predictions.csv,nonfouling,smiles,xgb,xgb_smiles,val,auprc,0.5998520946532998
raw/nf/xgb_smiles/val_predictions.csv,nonfouling,smiles,xgb,xgb_smiles,val,f1,0.9124952235384028
raw/nf/xgb_smiles/val_predictions.csv,nonfouling,smiles,xgb,xgb_smiles,val,mcc,0.6428273319896655
raw/nf/xgb_smiles/val_predictions.csv,nonfouling,smiles,xgb,xgb_smiles,val,roc_auc,0.0655994324100612
raw/nf/cnn_wt/train_predictions.csv,nonfouling,wt,cnn,cnn_wt,train,accuracy,0.8787834691501746
raw/nf/cnn_wt/train_predictions.csv,nonfouling,wt,cnn,cnn_wt,train,auprc,0.5939800751077045
raw/nf/cnn_wt/train_predictions.csv,nonfouling,wt,cnn,cnn_wt,train,f1,0.919407894736842
raw/nf/cnn_wt/train_predictions.csv,nonfouling,wt,cnn,cnn_wt,train,mcc,0.692081476724009
raw/nf/cnn_wt/train_predictions.csv,nonfouling,wt,cnn,cnn_wt,train,roc_auc,0.04911369243836884
raw/nf/cnn_wt/val_predictions.csv,nonfouling,wt,cnn,cnn_wt,val,accuracy,0.8675785797438882
raw/nf/cnn_wt/val_predictions.csv,nonfouling,wt,cnn,cnn_wt,val,auprc,0.5989968870632124
raw/nf/cnn_wt/val_predictions.csv,nonfouling,wt,cnn,cnn_wt,val,f1,0.9122468659594987
raw/nf/cnn_wt/val_predictions.csv,nonfouling,wt,cnn,cnn_wt,val,mcc,0.6575781865540784
raw/nf/cnn_wt/val_predictions.csv,nonfouling,wt,cnn,cnn_wt,val,roc_auc,0.0639040338915897
raw/nf/enet_gpu_wt/train_predictions.csv,nonfouling,wt,enet_gpu,enet_gpu_wt,train,accuracy,0.8632857974388825
raw/nf/enet_gpu_wt/train_predictions.csv,nonfouling,wt,enet_gpu,enet_gpu_wt,train,auprc,0.5983016466001413
raw/nf/enet_gpu_wt/train_predictions.csv,nonfouling,wt,enet_gpu,enet_gpu_wt,train,f1,0.9092489736778556
raw/nf/enet_gpu_wt/train_predictions.csv,nonfouling,wt,enet_gpu,enet_gpu_wt,train,mcc,0.6478155241698845
raw/nf/enet_gpu_wt/train_predictions.csv,nonfouling,wt,enet_gpu,enet_gpu_wt,train,roc_auc,0.06272597117940736
raw/nf/enet_gpu_wt/val_predictions.csv,nonfouling,wt,enet_gpu,enet_gpu_wt,val,accuracy,0.8664144353899884
raw/nf/enet_gpu_wt/val_predictions.csv,nonfouling,wt,enet_gpu,enet_gpu_wt,val,auprc,0.5991747180212964
raw/nf/enet_gpu_wt/val_predictions.csv,nonfouling,wt,enet_gpu,enet_gpu_wt,val,f1,0.9114412502411731
raw/nf/enet_gpu_wt/val_predictions.csv,nonfouling,wt,enet_gpu,enet_gpu_wt,val,mcc,0.6549115234432131
raw/nf/enet_gpu_wt/val_predictions.csv,nonfouling,wt,enet_gpu,enet_gpu_wt,val,roc_auc,0.06372435850512126
raw/nf/mlp_wt/train_predictions.csv,nonfouling,wt,mlp,mlp_wt,train,accuracy,0.86226717112922
raw/nf/mlp_wt/train_predictions.csv,nonfouling,wt,mlp,mlp_wt,train,auprc,0.59596120603336
raw/nf/mlp_wt/train_predictions.csv,nonfouling,wt,mlp,mlp_wt,train,f1,0.9073013074775966
raw/nf/mlp_wt/train_predictions.csv,nonfouling,wt,mlp,mlp_wt,train,mcc,0.6639903057887871
raw/nf/mlp_wt/train_predictions.csv,nonfouling,wt,mlp,mlp_wt,train,roc_auc,0.05590967086431902
raw/nf/mlp_wt/val_predictions.csv,nonfouling,wt,mlp,mlp_wt,val,accuracy,0.8626309662398137
raw/nf/mlp_wt/val_predictions.csv,nonfouling,wt,mlp,mlp_wt,val,auprc,0.5994381782767884
raw/nf/mlp_wt/val_predictions.csv,nonfouling,wt,mlp,mlp_wt,val,f1,0.9077043410246383
raw/nf/mlp_wt/val_predictions.csv,nonfouling,wt,mlp,mlp_wt,val,mcc,0.6629602715940673
raw/nf/mlp_wt/val_predictions.csv,nonfouling,wt,mlp,mlp_wt,val,roc_auc,0.0640171628386254
raw/nf/svm_gpu_wt/train_predictions.csv,nonfouling,wt,svm_gpu,svm_gpu_wt,train,accuracy,0.8678696158323632
raw/nf/svm_gpu_wt/train_predictions.csv,nonfouling,wt,svm_gpu,svm_gpu_wt,train,auprc,0.596734673661462
raw/nf/svm_gpu_wt/train_predictions.csv,nonfouling,wt,svm_gpu,svm_gpu_wt,train,f1,0.9122196442382057
raw/nf/svm_gpu_wt/train_predictions.csv,nonfouling,wt,svm_gpu,svm_gpu_wt,train,mcc,0.6613940360990839
raw/nf/svm_gpu_wt/train_predictions.csv,nonfouling,wt,svm_gpu,svm_gpu_wt,train,roc_auc,0.058360695191377716
raw/nf/svm_gpu_wt/val_predictions.csv,nonfouling,wt,svm_gpu,svm_gpu_wt,val,accuracy,0.8687427240977881
raw/nf/svm_gpu_wt/val_predictions.csv,nonfouling,wt,svm_gpu,svm_gpu_wt,val,auprc,0.5984189981088662
raw/nf/svm_gpu_wt/val_predictions.csv,nonfouling,wt,svm_gpu,svm_gpu_wt,val,f1,0.9130183220829315
raw/nf/svm_gpu_wt/val_predictions.csv,nonfouling,wt,svm_gpu,svm_gpu_wt,val,mcc,0.6607591862682802
raw/nf/svm_gpu_wt/val_predictions.csv,nonfouling,wt,svm_gpu,svm_gpu_wt,val,roc_auc,0.061910712082734624
raw/nf/transformer_wt/train_predictions.csv,nonfouling,wt,transformer,transformer_wt,train,accuracy,0.880093131548312
raw/nf/transformer_wt/train_predictions.csv,nonfouling,wt,transformer,transformer_wt,train,auprc,0.5953400208778882
raw/nf/transformer_wt/train_predictions.csv,nonfouling,wt,transformer,transformer_wt,train,f1,0.9219992427110942
raw/nf/transformer_wt/train_predictions.csv,nonfouling,wt,transformer,transformer_wt,train,mcc,0.6687705178304447
raw/nf/transformer_wt/train_predictions.csv,nonfouling,wt,transformer,transformer_wt,train,roc_auc,0.05369659796558079
raw/nf/transformer_wt/val_predictions.csv,nonfouling,wt,transformer,transformer_wt,val,accuracy,0.8780558789289872
raw/nf/transformer_wt/val_predictions.csv,nonfouling,wt,transformer,transformer_wt,val,auprc,0.5986360239412424
raw/nf/transformer_wt/val_predictions.csv,nonfouling,wt,transformer,transformer_wt,val,f1,0.920898621861431
raw/nf/transformer_wt/val_predictions.csv,nonfouling,wt,transformer,transformer_wt,val,mcc,0.6598374835544882
raw/nf/transformer_wt/val_predictions.csv,nonfouling,wt,transformer,transformer_wt,val,roc_auc,0.06241902450086331
raw/nf/xgb_wt/train_predictions.csv,nonfouling,wt,xgb,xgb_wt,train,accuracy,0.9355355064027939
raw/nf/xgb_wt/train_predictions.csv,nonfouling,wt,xgb,xgb_wt,train,auprc,0.5865636957493804
raw/nf/xgb_wt/train_predictions.csv,nonfouling,wt,xgb,xgb_wt,train,f1,0.9578897338403041
raw/nf/xgb_wt/train_predictions.csv,nonfouling,wt,xgb,xgb_wt,train,mcc,0.8290953866056772
raw/nf/xgb_wt/train_predictions.csv,nonfouling,wt,xgb,xgb_wt,train,roc_auc,0.010691805993826173
raw/nf/xgb_wt/val_predictions.csv,nonfouling,wt,xgb,xgb_wt,val,accuracy,0.8672875436554133
raw/nf/xgb_wt/val_predictions.csv,nonfouling,wt,xgb,xgb_wt,val,auprc,0.5986391877750837
raw/nf/xgb_wt/val_predictions.csv,nonfouling,wt,xgb,xgb_wt,val,f1,0.9125766871165644
raw/nf/xgb_wt/val_predictions.csv,nonfouling,wt,xgb,xgb_wt,val,mcc,0.64892581183929
raw/nf/xgb_wt/val_predictions.csv,nonfouling,wt,xgb,xgb_wt,val,roc_auc,0.06221477812137354
raw/permeability_penetrance/cnn_wt/train_predictions.csv,permeabilitypenetrance,wt,cnn,cnn_wt,train,accuracy,0.9967724583109199
raw/permeability_penetrance/cnn_wt/train_predictions.csv,permeabilitypenetrance,wt,cnn,cnn_wt,train,auprc,0.30209073354410254
raw/permeability_penetrance/cnn_wt/train_predictions.csv,permeabilitypenetrance,wt,cnn,cnn_wt,train,f1,0.9967391304347826
raw/permeability_penetrance/cnn_wt/train_predictions.csv,permeabilitypenetrance,wt,cnn,cnn_wt,train,mcc,0.9935534739133629
raw/permeability_penetrance/cnn_wt/train_predictions.csv,permeabilitypenetrance,wt,cnn,cnn_wt,train,roc_auc,1.0418620157946234e-5
raw/permeability_penetrance/cnn_wt/val_predictions.csv,permeabilitypenetrance,wt,cnn,cnn_wt,val,accuracy,0.9225806451612903
raw/permeability_penetrance/cnn_wt/val_predictions.csv,permeabilitypenetrance,wt,cnn,cnn_wt,val,auprc,0.3342590381849951
raw/permeability_penetrance/cnn_wt/val_predictions.csv,permeabilitypenetrance,wt,cnn,cnn_wt,val,f1,0.9279999999999999
raw/permeability_penetrance/cnn_wt/val_predictions.csv,permeabilitypenetrance,wt,cnn,cnn_wt,val,mcc,0.8455215976148834
raw/permeability_penetrance/cnn_wt/val_predictions.csv,permeabilitypenetrance,wt,cnn,cnn_wt,val,roc_auc,0.04117832505007046
raw/permeability_penetrance/enet_gpu_wt/train_predictions.csv,permeabilitypenetrance,wt,enet_gpu,enet_gpu_wt,train,accuracy,0.9133942980096826
raw/permeability_penetrance/enet_gpu_wt/train_predictions.csv,permeabilitypenetrance,wt,enet_gpu,enet_gpu_wt,train,auprc,0.3035712419219852
raw/permeability_penetrance/enet_gpu_wt/train_predictions.csv,permeabilitypenetrance,wt,enet_gpu,enet_gpu_wt,train,f1,0.9088851160158461
